193,59,488,388
192,57,497,388
203,53,518,396
245,74,546,411
248,22,567,373
247,62,529,374
247,52,512,367
253,9,540,367
264,40,559,395
154,49,453,393
115,71,408,392
140,80,382,377
185,86,410,352
295,66,515,343
341,65,568,350
335,47,592,369
302,48,624,406
231,41,547,401
198,43,514,411
207,55,464,367
235,44,468,343
285,41,515,341
358,22,619,333
282,36,529,350
216,34,480,344
185,27,488,374
176,49,482,416
175,32,458,384
213,16,468,366
270,25,531,369
273,2,532,343
203,32,465,364
144,33,403,370
145,28,386,341
135,32,372,344
227,3,474,326
284,20,547,352
289,20,567,365
234,16,532,374
139,35,440,389
126,86,380,399
163,49,410,360
244,31,491,344
209,58,454,375
197,28,476,374
213,39,476,372
232,62,456,355
248,66,467,346
337,44,567,353
341,60,572,367
