843,340,1086,907
854,348,1076,898
827,349,1062,903
750,308,1006,871
898,244,1158,789
867,237,1121,807
869,213,1134,809
849,208,1103,806
823,237,1121,824
834,255,1121,848
803,262,1079,865
775,267,1048,880
781,290,1054,903
795,301,1055,891
796,299,1050,894
778,272,1044,889
784,265,1054,876
765,231,1014,842
769,209,1086,832
784,211,1078,848
764,203,1083,858
792,209,1104,871
779,232,1082,896
775,211,1113,871
760,165,1095,868
696,167,1048,917
668,158,1012,916
679,147,1013,922
671,131,1033,860
653,262,1000,978
739,190,1047,830
747,176,1072,824
822,358,1127,996
768,360,1078,1012
722,421,993,1057
778,219,1045,847
781,203,1021,781
786,231,1021,758
782,240,1013,773
788,168,1062,742
786,201,1092,821
815,203,1152,844
778,167,1141,827
754,117,1145,824
739,101,1116,812
713,88,1071,821
702,75,1083,821
651,101,1037,840
667,101,1057,844
660,82,1045,822
705,79,1069,814
730,58,1069,816
702,50,1089,819
698,62,1088,804
761,47,1133,793
778,147,1144,880
789,145,1135,886
716,111,1090,876
723,113,1097,875
717,160,1078,894
646,317,998,1009
646,317,974,965
665,311,978,934
