299,124,387,310
305,127,392,312
312,115,389,303
317,101,393,316
323,101,405,324
310,94,407,344
314,59,415,329
344,66,460,345
367,67,501,344
381,45,512,329
340,45,455,324
298,59,413,325
248,49,377,337
213,49,359,356
281,60,388,325
308,66,407,313
322,64,421,327
315,50,432,349
296,81,414,367
286,105,393,352
289,84,381,312
296,91,385,319
285,85,372,313
283,76,374,316
290,73,386,311
288,74,385,313
273,28,386,319
265,49,399,382
268,52,406,372
286,58,409,359
292,50,413,370
286,54,409,365
286,34,405,356
267,42,404,364
266,44,399,364
264,36,397,370
266,34,400,372
263,50,398,386
252,58,383,386
264,58,388,379
256,64,383,389
246,66,375,389
245,64,368,378
237,75,374,394
243,73,369,390
244,67,373,390
231,64,361,392
229,67,366,402
247,50,374,386
235,93,363,391
