857,155,1228,811
833,155,1230,801
771,142,1150,809
788,126,1192,837
864,58,1283,801
523,1,1021,748
574,11,1033,793
723,34,1166,798
812,50,1244,798
820,4,1265,757
788,65,1286,888
855,36,1372,937
862,34,1462,986
871,72,1420,999
850,113,1376,980
848,93,1303,868
857,85,1266,829
810,191,1172,821
824,204,1172,794
799,198,1137,750
764,167,1107,724
762,203,1114,744
717,181,1058,701
723,206,1065,730
730,239,1064,753
679,229,1028,755
660,216,1017,765
686,204,1026,760
603,204,957,812
629,199,1000,816
660,211,1038,842
589,188,1009,893
595,154,1040,906
653,252,1096,993
691,222,1109,912
774,219,1133,830
806,250,1137,814
816,272,1123,763
786,290,1050,727
793,291,1028,703
754,309,1005,719
748,278,1000,721
863,201,1126,663
931,309,1219,798
1003,250,1293,744
1016,132,1340,660
1082,116,1417,635
1113,44,1462,617
1106,0,1500,581
1127,0,1570,665
1103,8,1548,719
986,114,1387,776
941,117,1293,732
912,157,1257,763
905,208,1240,791
872,275,1203,825
992,213,1309,783
965,217,1275,793
851,208,1196,789
858,235,1183,822
852,254,1190,873
843,252,1188,862
834,252,1175,850
810,213,1138,799
779,222,1137,817
788,196,1117,817
777,213,1130,821
769,232,1114,830
761,204,1109,807
760,226,1106,798
777,203,1097,806
812,285,1144,880
851,203,1180,807
858,167,1204,760
808,32,1204,704
792,0,1213,676
