744,93,1006,932
717,95,1019,937
702,108,992,943
717,57,1006,896
716,99,1002,940
774,96,1027,914
830,60,1090,899
836,68,1097,904
881,75,1175,919
960,60,1231,865
869,88,1158,896
855,73,1148,873
717,54,1026,860
624,49,969,858
662,26,967,866
620,3,948,834
561,55,909,878
525,0,902,824
460,1,848,839
449,6,850,929
425,3,779,914
444,4,838,953
392,18,778,988
430,11,778,952
443,32,834,1011
536,31,927,1006
609,50,964,1019
699,55,1074,999
693,29,1064,973
679,13,989,893
730,6,1023,880
684,188,1010,1045
665,208,1002,1029
657,155,967,993
655,237,1016,1073
731,306,1037,1071
717,296,1052,1061
768,162,1085,919
788,186,1088,924
779,242,1083,916
772,232,1061,901
771,247,1043,868
785,254,1021,842
851,285,1069,840
878,296,1089,842
841,340,1036,860
815,368,1014,857
836,391,1037,884
820,393,1021,866
822,362,1020,863
803,340,990,845
792,281,1009,812
782,252,989,819
793,224,1021,817
791,160,1019,803
815,149,1051,789
706,193,931,850
613,231,850,898
757,224,1002,871
903,226,1113,876
985,211,1211,871
1005,219,1254,865
