840,240,1102,848
837,255,1088,865
826,231,1103,850
844,229,1134,870
895,11,1213,671
729,22,1082,701
739,103,1068,771
764,83,1100,778
830,83,1134,796
876,111,1199,835
819,126,1155,844
822,90,1172,834
778,106,1116,844
712,131,1072,855
736,142,1079,840
740,117,1074,812
729,108,1064,829
713,79,1034,803
724,83,1051,796
720,86,1054,803
747,60,1064,781
782,49,1112,799
812,72,1116,804
788,79,1107,806
785,42,1109,780
779,70,1079,780
746,81,1062,809
743,91,1065,809
739,119,1028,844
720,313,1058,994
748,403,1088,1057
792,291,1126,950
739,204,1068,878
778,283,1113,924
782,393,1110,1061
762,304,1078,960
778,350,1109,1024
761,311,1097,1016
743,296,1100,1002
741,296,1103,1017
717,288,1088,1030
715,191,1100,927
668,168,1100,942
712,163,1131,980
713,195,1106,971
717,172,1128,961
722,162,1103,952
657,167,1074,970
644,158,1065,952
653,134,1081,937
658,119,1062,943
713,142,1106,939
720,131,1079,919
696,127,1089,916
743,142,1102,925
719,155,1092,911
867,106,1180,798
819,308,1178,945
885,491,1162,1058
860,529,1135,1078
817,411,1127,1007
843,350,1085,873
873,360,1079,837
858,378,1054,796
817,398,983,781
817,419,975,781
792,462,967,825
778,463,961,847
760,491,933,845
