706,167,1045,766
712,168,1036,778
703,155,1020,775
689,150,1016,776
671,167,995,791
682,144,1026,768
696,149,1050,773
678,129,1024,768
662,145,1002,798
648,186,1010,837
640,190,990,829
670,193,1005,829
660,245,993,860
661,221,1005,865
648,208,1021,870
670,216,1036,862
698,185,1062,845
696,191,1054,829
717,173,1069,837
734,162,1069,821
723,140,1097,817
698,162,1059,809
689,175,1050,822
696,168,1044,839
724,147,1071,822
726,144,1086,835
726,150,1065,839
708,162,1071,829
706,168,1074,835
709,167,1074,837
715,142,1061,816
674,168,1006,853
796,165,1113,821
779,216,1092,825
792,195,1096,778
829,298,1120,863
800,411,1096,1009
800,537,1074,1076
851,402,1086,957
882,344,1107,857
878,416,1079,888
882,465,1085,912
913,447,1104,863
883,319,1081,755
772,235,976,701
722,258,957,776
740,262,998,839
703,131,996,773
736,60,1064,773
811,3,1186,766
858,0,1230,766
850,0,1273,788
713,52,1134,909
502,106,958,917
584,60,971,903
548,52,952,881
505,57,957,919
510,58,933,904
526,77,941,916
465,85,906,914
467,58,912,924
477,109,919,957
487,173,907,973
540,199,929,973
567,217,930,970
636,235,967,927
674,195,975,825
