206,66,433,389
215,70,422,389
227,82,424,378
227,106,423,390
209,67,444,399
185,45,448,424
247,50,501,407
364,79,593,412
312,86,544,415
244,94,480,424
180,96,407,431
148,75,381,429
198,122,398,414
199,149,385,404
197,176,355,409
204,184,348,398
222,127,387,381
245,94,448,385
236,71,454,384
198,49,464,414
183,43,467,440
232,44,497,434
282,32,572,424
221,48,491,417
115,62,404,431
113,51,382,415
171,80,378,381
176,119,367,378
171,120,350,367
212,93,405,357
263,79,467,362
286,72,495,364
256,84,463,372
211,88,414,373
165,89,367,373
108,88,323,383
151,137,321,377
162,156,327,375
241,133,399,369
296,111,478,367
276,88,488,378
236,91,450,390
156,106,375,409
112,105,346,417
136,89,377,415
204,55,453,396
241,57,490,407
232,86,474,416
229,128,441,439
248,84,468,399
245,37,465,360
231,40,455,360
