824,98,1206,919
831,109,1213,935
792,116,1182,937
879,81,1280,891
857,111,1252,917
793,95,1176,896
748,103,1131,893
706,109,1112,898
695,106,1106,907
677,111,1055,937
700,149,1089,953
720,137,1117,914
744,113,1128,924
713,163,1096,958
724,170,1104,976
737,149,1107,945
727,152,1109,958
709,149,1082,988
689,132,1064,947
695,101,1086,934
740,144,1112,953
755,121,1124,960
755,119,1131,971
708,57,1090,922
710,57,1082,914
722,37,1107,916
702,98,1079,947
688,60,1065,917
688,49,1083,960
729,57,1116,940
696,31,1103,925
670,3,1057,860
681,1,1061,875
685,0,1109,871
685,0,1082,862
689,3,1097,901
685,8,1124,909
681,3,1107,927
648,19,1062,970
655,86,1078,996
686,81,1096,925
743,2,1171,729
698,176,1109,898
713,309,1074,971
762,460,1081,1075
696,417,1021,1066
684,313,976,924
762,334,1014,876
844,394,1057,865
845,404,1047,850
830,363,1038,812
871,258,1086,765
1120,239,1362,804
1030,226,1311,788
992,181,1286,794
968,121,1297,740
1052,111,1425,757
1144,44,1482,670
1172,3,1503,624
1026,144,1328,799
747,296,1081,917
651,183,986,811
606,124,950,757
584,122,938,765
510,78,876,730
578,16,910,701
799,99,1097,753
