811,211,1134,757
811,214,1134,783
845,190,1171,744
837,160,1168,719
815,213,1135,789
807,208,1141,757
708,255,1069,817
720,227,1054,816
717,217,1076,807
722,214,1068,819
736,203,1095,809
716,208,1079,804
710,190,1068,788
703,198,1064,798
672,190,1040,776
665,173,1028,789
650,176,1020,806
646,176,1023,812
660,176,1043,798
636,157,1021,796
672,173,1034,794
665,172,1041,801
646,188,1017,796
647,168,1020,794
632,180,1024,806
650,190,1037,811
623,168,1002,803
620,188,1003,788
610,163,995,791
630,160,993,788
596,162,975,775
575,155,941,762
525,119,900,740
520,121,929,742
610,111,988,729
646,73,1021,714
708,39,1086,719
837,108,1224,816
836,173,1248,848
760,244,1217,955
777,350,1197,1030
746,201,1142,839
775,73,1133,647
912,132,1202,645
821,190,1116,709
699,258,1000,765
474,268,796,783
503,286,838,768
533,267,853,747
434,235,762,735
260,88,654,653
336,55,727,673
508,136,895,788
664,150,1043,824
807,1,1185,652
750,85,1131,742
640,108,1036,785
685,78,1102,762
819,8,1219,727
840,73,1258,806
861,24,1310,796
943,3,1373,757
909,55,1310,744
844,157,1202,785
828,98,1206,701
788,196,1123,765
750,204,1048,745
769,255,1040,752
755,263,1026,727
792,278,1038,706
775,288,1012,686
772,288,989,668
771,319,988,694
802,355,1027,729
